사업장명,사업장도로명상세주소,법정동주소광역시도코드,법정동주소광역시시군구코드,법정동주소광역시시군구읍면동코드,사업장업종코드,사업장업종코드명,가입자수,당월고지금액,신규취득자수,상실가입자수
(주)한국이디에스,서울특별시 서초구 서초중앙로,11,650,108,722000,응용 소프트웨어 개발 및 공급업,244,59321400,12,11
네오액트(주),서울특별시 구로구 디지털로26길,11,530,102,722000,응용 소프트웨어 개발 및 공급업,7,3399280,0,0
(주)아이넥션소프트,서울특별시 구로구 디지털로31길,11,530,102,722000,응용 소프트웨어 개발 및 공급업,4,1157660,0,0
고려정보기술(주),서울특별시 구로구 디지털로33길,11,530,102,722000,응용 소프트웨어 개발 및 공급업,8,1758860,0,0
주식회사저널피아,서울특별시 구로구 디지털로33길,11,530,102,724000,데이터베이스 및 온라인 정보 제공업,5,1057940,0,0
이테스트(주),경기도 화성시 동탄감배산로,41,590,129,729000,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,5,2009500,0,0
주식회사 매경에이엑스,서울특별시 중구 충무로,11,140,137,729000,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,101,33620400,4,2
네오시스템즈(주),서울특별시 강남구 테헤란로70길,11,680,106,722000,응용 소프트웨어 개발 및 공급업,17,7870380,0,0
(주)파이널데이터,서울특별시 강남구 학동로,11,680,108,722000,응용 소프트웨어 개발 및 공급업,16,5975140,1,1
(주)넥스챌,경기도 성남시 분당구 판교로,41,135,109,722000,응용 소프트웨어 개발 및 공급업,65,19217120,0,1
슈어넷(주),서울특별시 영등포구 선유로,11,560,127,724000,데이터베이스 및 온라인 정보 제공업,3,819980,0,1
진진시스템(주),서울특별시 성동구 연무장5길,11,200,115,722000,응용 소프트웨어 개발 및 공급업,27,9391060,1,0
케이포스트(주),경기도 성남시 수정구 성남대로,41,131,102,729000,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,0,0,0,0
디지테크정보주식회사,서울특별시 강서구 공항대로,11,500,102,722000,응용 소프트웨어 개발 및 공급업,27,9147620,0,1
아이뉴스이십사(주),서울특별시 영등포구 선유서로25길,11,560,126,724000,데이터베이스 및 온라인 정보 제공업,53,16542980,0,2
(주)진흥정보산업,서울특별시 강남구 언주로,11,680,118,722000,응용 소프트웨어 개발 및 공급업,7,2405240,0,0
(주)휴넷,서울특별시 구로구 디지털로26길,11,530,102,724000,데이터베이스 및 온라인 정보 제공업,349,135317520,10,12
이패스(주),서울특별시 구로구 디지털로30길,11,530,102,722000,응용 소프트웨어 개발 및 공급업,4,1155940,0,0
(주)셀바스에이아이,서울특별시 금천구 가산디지털1로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,176,72409060,1,7
(주)비욘드테크,서울특별시 금천구 가산디지털1로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,43,14170820,0,2
(주)엑센솔루션,서울특별시 금천구 가산디지털2로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,41,16217760,0,1
(주)크레오에스지,서울특별시 강남구 테헤란로13길,11,680,101,722000,응용 소프트웨어 개발 및 공급업,46,16001520,0,0
(주)제로투세븐,서울특별시 마포구 상암산로,11,440,127,729000,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,104,37462380,1,4
빅트레이드(주),서울특별시 영등포구 국제금융로6길,11,560,110,722000,응용 소프트웨어 개발 및 공급업,3,1012920,0,0
노킹온주식회사,서울특별시 마포구 성지길,11,440,122,722000,응용 소프트웨어 개발 및 공급업,4,999880,0,0
이데일리(주),서울특별시 중구 통일로,11,140,168,724000,데이터베이스 및 온라인 정보 제공업,255,102843920,6,1
보림정보시스템(주),경기도 안양시 동안구 학의로,41,173,102,722000,응용 소프트웨어 개발 및 공급업,12,3550560,0,0
허밍소프트웨어(주),서울특별시 서초구 남부순환로347길,11,650,108,722000,응용 소프트웨어 개발 및 공급업,3,1379340,0,0
(주)리얼게인,경기도 안양시 만안구 덕천로152번길,41,171,101,722000,응용 소프트웨어 개발 및 공급업,108,43998160,3,5
주식회사 아이티룩스,서울특별시 강남구 테헤란로8길,11,680,101,722000,응용 소프트웨어 개발 및 공급업,96,30818740,2,1
포인트파크(주),서울특별시 중구 남대문로5길,11,140,113,724000,데이터베이스 및 온라인 정보 제공업,18,6873560,2,0
(주)중외정보기술,경기도 과천시 과천대로7나길,41,290,103,722000,응용 소프트웨어 개발 및 공급업,88,32287380,1,2
아주큐엠에스(주),서울특별시 서초구 강남대로,11,650,108,722000,응용 소프트웨어 개발 및 공급업,48,18154680,2,2
고려전산(주),경기도 의왕시 광진말로,41,430,111,722000,응용 소프트웨어 개발 및 공급업,19,8528640,0,0
에브리존(주),서울특별시 마포구 마포대로,11,440,102,722000,응용 소프트웨어 개발 및 공급업,10,4399420,0,0
세미콘세일즈(주),서울특별시 금천구 가산디지털2로,11,545,101,723000,자료 처리업,14,5200780,0,0
애드캡슐소프트(주),서울특별시 서초구 동광로12길,11,650,101,722000,응용 소프트웨어 개발 및 공급업,175,54639240,4,1
아이파트너즈(주),서울특별시 강남구 학동로3길,11,680,108,722000,응용 소프트웨어 개발 및 공급업,302,94808020,3,4
(주)한과박소프트,서울특별시 금천구 가산디지털2로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,6,1699260,0,0
(주)미디어채널,서울특별시 마포구 월드컵북로5길,11,440,120,724000,데이터베이스 및 온라인 정보 제공업,3,965960,0,0
케이스카이비(주),서울특별시 강남구 테헤란로78길,11,680,106,724000,데이터베이스 및 온라인 정보 제공업,7,2614920,0,0
(주)자이오넥스,서울특별시 마포구 월드컵북로,11,440,127,722000,응용 소프트웨어 개발 및 공급업,139,59440640,2,0
이소프팅(주),서울특별시 구로구 디지털로33길,11,530,102,722000,응용 소프트웨어 개발 및 공급업,18,6139100,0,0
(주)참좋은인터넷,인천광역시 연수구 컨벤시아대로,28,185,106,722000,응용 소프트웨어 개발 및 공급업,8,2586740,0,0
(주)아이센트,서울특별시 성동구 아차산로17길,11,200,115,729000,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,57,21733420,0,1
와우커뮤니케이션(주),서울특별시 금천구 가산디지털2로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,18,5807720,1,0
후지쯔코리아솔루션서비스(주),서울특별시 영등포구 영신로,11,560,107,722000,응용 소프트웨어 개발 및 공급업,61,23687460,1,0
위즈도메인(주),경기도 성남시 분당구 황새울로,41,135,102,722000,응용 소프트웨어 개발 및 공급업,28,11372320,0,0
팩넷서비스코리아(주),서울특별시 강남구 영동대로,11,680,105,729000,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,7,3854160,0,0
(주)시터스,서울특별시 금천구 벚꽃로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,39,14221840,0,0
(주)위메이드,경기도 성남시 분당구 대왕판교로644번길,41,135,109,722000,응용 소프트웨어 개발 및 공급업,511,236699860,17,6
잉카인터넷(주),서울특별시 강서구 마곡중앙14로,11,500,105,722000,응용 소프트웨어 개발 및 공급업,131,43687800,3,5
(주)사이버이메지네이션,서울특별시 영등포구 국회대로,11,560,108,722000,응용 소프트웨어 개발 및 공급업,52,19109000,0,0
한국인포비즈(주),서울특별시 성동구 성수일로12길,11,200,115,729000,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,16,4410040,0,0
(주)네오플러스,서울특별시 구로구 디지털로,11,530,102,722000,응용 소프트웨어 개발 및 공급업,119,36953400,3,1
인프라소프트(주),서울특별시 마포구 월드컵북로,11,440,127,722000,응용 소프트웨어 개발 및 공급업,30,11742640,1,0
SK 엠앤서비스(주),서울특별시 중구 수표로,11,140,161,722000,응용 소프트웨어 개발 및 공급업,1099,365907780,21,25
(주)유에프씨,서울특별시 강서구 화곡로68길,11,500,102,722000,응용 소프트웨어 개발 및 공급업,4,1253680,0,0
(주) 배움,서울특별시 강남구 언주로,11,680,108,722000,응용 소프트웨어 개발 및 공급업,23,7591460,0,0
주식회사이퓨쳐,서울특별시 송파구 중대로,11,710,107,724000,데이터베이스 및 온라인 정보 제공업,45,15498220,0,0
(주)모아소프트,서울특별시 송파구 오금로,11,710,107,722000,응용 소프트웨어 개발 및 공급업,105,33809940,2,3
(주)엠게임,서울특별시 금천구 가산디지털1로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,226,84183380,2,0
(주)유비온,서울특별시 구로구 디지털로34길,11,530,102,722000,응용 소프트웨어 개발 및 공급업,177,58866780,7,5
(주)한국아이닷컴,서울특별시 마포구 월드컵북로56길,11,440,127,722000,응용 소프트웨어 개발 및 공급업,52,16645760,0,0
(주)코베이옥션,서울특별시 종로구 삼일대로,11,110,134,724000,데이터베이스 및 온라인 정보 제공업,20,5932540,0,0
(주)유니온바이오메트릭스,서울특별시 송파구 법원로,11,710,108,722000,응용 소프트웨어 개발 및 공급업,145,55962260,2,1
액티브인트라(주),서울특별시 송파구 백제고분로7길,11,710,101,722000,응용 소프트웨어 개발 및 공급업,3,1323980,0,0
위쉬정보기술(주),서울특별시 구로구 디지털로32길,11,530,102,722000,응용 소프트웨어 개발 및 공급업,25,6529860,0,0
(주)케이지모빌리언스,서울특별시 중구 통일로,11,140,168,724000,데이터베이스 및 온라인 정보 제공업,148,51766180,2,0
그라비티(주),서울특별시 마포구 월드컵북로,11,440,127,722000,응용 소프트웨어 개발 및 공급업,428,175002420,5,7
이피지(주),경기도 성남시 수정구 복정로,41,131,107,722000,응용 소프트웨어 개발 및 공급업,24,8775100,0,0
디지카이트(주),서울특별시 금천구 가산디지털1로,11,545,101,724000,데이터베이스 및 온라인 정보 제공업,6,2343300,0,0
이카운트(주),서울특별시 강동구 고덕비즈밸리로6길,11,740,102,722000,응용 소프트웨어 개발 및 공급업,324,125112640,1,6
(주)피피티아이,서울특별시 강남구 강남대로44길,11,650,102,722000,응용 소프트웨어 개발 및 공급업,4,806660,0,0
(주)네티모,경기도 과천시 과천대로7길,41,290,103,722000,응용 소프트웨어 개발 및 공급업,3,1609380,0,0
씨에스피아이(주),서울특별시 서초구 강남대로,11,650,102,722000,응용 소프트웨어 개발 및 공급업,249,85858940,1,4
슈어엠주식회사,서울특별시 광진구 광나루로56길,11,215,103,722000,응용 소프트웨어 개발 및 공급업,46,14176620,1,0
이노피아테크(주),경기도 성남시 중원구 갈마치로,41,133,105,722000,응용 소프트웨어 개발 및 공급업,50,20415100,1,0
이트론주식회사,서울특별시 금천구 범안로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,56,17918440,0,4
(주)코스콤펀드서비스,서울특별시 영등포구 여의나루로4길,11,560,110,722000,응용 소프트웨어 개발 및 공급업,30,13635160,0,0
(주)엘에이치,서울특별시 용산구 소월로2나길,11,170,101,722000,응용 소프트웨어 개발 및 공급업,15,5765640,0,0
(주)헬로인사,서울특별시 서초구 바우뫼로,11,650,102,724000,데이터베이스 및 온라인 정보 제공업,56,18319300,1,2
비즈엔젤(주),서울특별시 구로구 디지털로,11,530,102,722000,응용 소프트웨어 개발 및 공급업,8,2382900,0,0
(주)아이티앤씨,서울특별시 서초구 강남대로27길,11,650,102,722000,응용 소프트웨어 개발 및 공급업,83,27062440,2,0
(주)아이뱅크,서울특별시 강서구 마곡동로,11,500,105,722000,응용 소프트웨어 개발 및 공급업,198,59689260,7,6
(주)인에이지,서울특별시 송파구 법원로9길,11,710,108,722000,응용 소프트웨어 개발 및 공급업,18,7860780,1,0
에이전트소프트(주),서울특별시 구로구 디지털로33길,11,530,102,722000,응용 소프트웨어 개발 및 공급업,23,8575680,0,2
(주)굿게이트,서울특별시 양천구 목동동로,11,470,102,722000,응용 소프트웨어 개발 및 공급업,21,5423400,3,0
(주)이비뉴스산업경제,서울특별시 서초구 양재대로2길,11,650,103,724000,데이터베이스 및 온라인 정보 제공업,38,14227140,2,1
컴투스주식회사,서울특별시 금천구 가산디지털1로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,1484,671486740,35,21
(주)이씨이십일,서울특별시 강남구 영동대로,11,680,105,722000,응용 소프트웨어 개발 및 공급업,46,16560600,1,0
쓰리에스소프트(주),서울특별시 서초구 마방로6길,11,650,102,722000,응용 소프트웨어 개발 및 공급업,113,48952540,0,4
이씨마이너(주),서울특별시 강남구 논현로28길,11,680,118,724000,데이터베이스 및 온라인 정보 제공업,27,8922380,1,0
(주)젬텍,경기도 성남시 분당구 대왕판교로606번길,41,135,109,722000,응용 소프트웨어 개발 및 공급업,29,6623340,0,0
넷매니아(주),서울특별시 송파구 법원로11길,11,710,108,722000,응용 소프트웨어 개발 및 공급업,12,3097140,0,0
에스큐아이소프트(주),서울특별시 영등포구 선유로3길,11,560,123,722000,응용 소프트웨어 개발 및 공급업,161,57598680,1,3
(주)테라넷,서울특별시 영등포구 영등포로5길,11,560,126,724000,데이터베이스 및 온라인 정보 제공업,21,4514660,0,0
모빌토크(주),서울특별시 강남구 테헤란로,11,680,101,722000,응용 소프트웨어 개발 및 공급업,7,3646800,0,0
